utc,star,elevation,azimuth,tel_1,tel_2,pop_1,pop_2,cart_1,cart_2,year,month,day,dayofyear
2012-02-03T02:25:39.000,#57100,0.7134473315380316,2.464114210851493,S1,W1,P4B5,P1B6,87.558149075,23.999986958,2012,2,3,34
2012-02-03T02:25:40.000,#57100,0.713485123030152,2.464195890078825,S1,W1,P4B5,P1B6,87.551523419,23.999986958,2012,2,3,34
2012-02-03T02:25:41.000,#57100,0.713522910682548,2.4642775750831967,S1,W1,P4B5,P1B6,87.544909213,23.999986958,2012,2,3,34
2012-02-03T02:46:21.000,#57100,0.7572568578300487,2.5700600118613908,S1,W1,P4B5,P1B6,78.534253569,23.999991998,2012,2,3,34
2012-02-03T02:46:39.000,#57100,0.7578431737033205,2.571662051396939,S1,W1,P4B5,P1B6,78.391950729,23.999991998,2012,2,3,34
2012-02-03T02:46:41.000,#57100,0.7579082295596449,2.57184017324268,S1,W1,P4B5,P1B6,78.376143307,23.999991998,2012,2,3,34
2012-02-03T02:46:54.000,#57100,0.7583306515461452,2.572998537742893,S1,W1,P4B5,P1B6,78.273152828,23.999991998,2012,2,3,34
2012-02-03T03:00:56.000,#57100,0.7840049084896977,2.650122898743881,S1,W1,P4B5,P1B6,71.247310853,23.999991998,2012,2,3,34
2012-02-03T03:00:56.000,#57100,0.7840049084896977,2.650122898743881,S1,W1,P4B5,P1B6,71.247345144,23.999991998,2012,2,3,34
2012-02-03T03:00:57.000,#57100,0.7840333595556199,2.6502169256695254,S1,W1,P4B5,P1B6,71.238519443,23.999991998,2012,2,3,34
2012-02-03T03:00:57.000,#57100,0.7840333595556199,2.6502169256695254,S1,W1,P4B5,P1B6,71.238528985,23.999991998,2012,2,3,34
2012-02-03T03:08:50.000,#53937,0.8402962066343294,2.738087623228504,S1,W1,P4B5,P1B6,56.738647763,24.007849236,2012,2,3,34
2012-02-03T03:08:51.000,#53937,0.84031987745287,2.7381905410358907,S1,W1,P4B5,P1B6,56.728911618,24.007849295,2012,2,3,34
2012-02-03T03:08:52.000,#53937,0.8403435425467307,2.738293464428331,S1,W1,P4B5,P1B6,56.719099661,24.007849589,2012,2,3,34
2012-02-03T03:08:53.000,#53937,0.8403672019333647,2.7383963935629048,S1,W1,P4B5,P1B6,56.709305616,24.007849844,2012,2,3,34
2012-02-03T03:15:55.000,#57100,0.8074985806142325,2.736893794754901,S1,W1,P4B5,P1B6,63.002936766,24.007843612,2012,2,3,34
2012-02-03T03:15:56.000,#57100,0.8075223177203782,2.7369927407339625,S1,W1,P4B5,P1B6,62.993338425,24.007843841,2012,2,3,34
2012-02-03T03:15:57.000,#57100,0.8075460493112835,2.7370916918617447,S1,W1,P4B5,P1B6,62.983675461,24.007843877,2012,2,3,34
2012-02-03T03:15:59.000,#57100,0.8075934960695457,2.7372896097903667,S1,W1,P4B5,P1B6,62.964473558,24.007843692,2012,2,3,34
2012-02-03T03:24:40.000,#53937,0.8601327927958021,2.838283945449571,S1,W1,P4B5,P1B6,47.050034742,24.007839884,2012,2,3,34
2012-02-03T03:24:41.000,#53937,0.860150797926525,2.838391817862732,S1,W1,P4B5,P1B6,47.039444975,24.007839779,2012,2,3,34
2012-02-03T03:24:41.000,#53937,0.860150797926525,2.838391817862732,S1,W1,P4B5,P1B6,47.039454971,24.00783984,2012,2,3,34
2012-02-03T03:24:42.000,#53937,0.8601687968787822,2.838499695023188,S1,W1,P4B5,P1B6,47.028838226,24.007839825,2012,2,3,34
2012-02-03T03:31:54.000,#57100,0.8276691578508356,2.834057774515904,S1,W1,P4B5,P1B6,53.384924985,24.007836249,2012,2,3,34
2012-02-03T03:31:59.000,#57100,0.8277603397501726,2.834575604786338,S1,W1,P4B5,P1B6,53.332639119,24.007837017,2012,2,3,34
2012-02-03T03:31:59.000,#57100,0.8277603397501726,2.834575604786338,S1,W1,P4B5,P1B6,53.332650838,24.007837017,2012,2,3,34
2012-02-03T03:32:00.000,#57100,0.8277785582823031,2.834679183898978,S1,W1,P4B5,P1B6,53.322160365,24.007837014,2012,2,3,34
2012-02-03T03:40:47.000,#53937,0.8745771412981387,2.9445827919049083,S1,W1,P4B5,P1B6,36.39167652,24.007834505,2012,2,3,34
2012-02-03T03:40:49.000,#53937,0.8746007312730283,2.944806306500728,S1,W1,P4B5,P1B6,36.368882183,24.007833925,2012,2,3,34
2012-02-03T03:40:50.000,#53937,0.8746125163644564,2.9449180687466456,S1,W1,P4B5,P1B6,36.35746021,24.007833676,2012,2,3,34
2012-02-03T03:40:50.000,#53937,0.8746125163644564,2.9449180687466456,S1,W1,P4B5,P1B6,36.357460593,24.007834059,2012,2,3,34
2012-02-03T03:50:29.000,#57100,0.8442245687041502,2.951948181268424,S1,W1,P4B5,P1B6,41.205218182,24.007831087,2012,2,3,34
2012-02-03T03:50:30.000,#57100,0.8442359312862728,2.952055820924476,S1,W1,P4B5,P1B6,41.193810859,24.007830819,2012,2,3,34
2012-02-03T03:50:31.000,#57100,0.8442472875153969,2.95216346356504,S1,W1,P4B5,P1B6,41.182395391,24.007830904,2012,2,3,34
2012-02-03T03:50:31.000,#57100,0.8442472875153969,2.95216346356504,S1,W1,P4B5,P1B6,41.182415058,24.007830734,2012,2,3,34
2012-02-03T04:00:47.000,#62882,0.8721930368813586,2.891857046349597,S1,W1,P4B5,P1B6,40.989515636,24.007828186,2012,2,3,34
2012-02-03T04:00:48.000,#62882,0.8722079348896805,2.8919676222603163,S1,W1,P4B5,P1B6,40.978471015,24.007828191,2012,2,3,34
2012-02-03T04:00:49.000,#62882,0.8722228264577375,2.892078202324918,S1,W1,P4B5,P1B6,40.967425569,24.007828209,2012,2,3,34
2012-02-03T04:00:49.000,#62882,0.8722228264577375,2.892078202324918,S1,W1,P4B5,P1B6,40.96742618,24.00782882,2012,2,3,34
2012-02-03T04:06:58.000,#62882,0.8772733656677665,2.933146743288965,S1,W1,P4B5,P1B6,36.83530541,24.007827779,2012,2,3,34
2012-02-03T04:06:59.000,#62882,0.8772858393613977,2.933258720943419,S1,W1,P4B5,P1B6,36.8239572,24.007828428,2012,2,3,34
2012-02-03T04:07:00.000,#62882,0.8772983064227776,2.933370702001265,S1,W1,P4B5,P1B6,36.812606817,24.007827707,2012,2,3,34
2012-02-03T04:07:00.000,#62882,0.8772983064227776,2.933370702001265,S1,W1,P4B5,P1B6,36.812607296,24.007828186,2012,2,3,34
2012-02-03T04:13:40.000,#53937,0.8846802055538195,3.169129163772708,S1,W1,P4B5,P1B6,12.378205985,24.007825401,2012,2,3,34
2012-02-03T04:13:40.000,#53937,0.8846802055538195,3.169129163772708,S1,W1,P4B5,P1B6,12.378206583,24.007825999,2012,2,3,34
2012-02-03T04:13:41.000,#53937,0.8846785420281498,3.169243784239621,S1,W1,P4B5,P1B6,12.365325128,24.00782555,2012,2,3,34
2012-02-03T04:13:41.000,#53937,0.8846785420281498,3.169243784239621,S1,W1,P4B5,P1B6,12.365325177,24.007825599,2012,2,3,34
2012-02-03T04:21:20.000,#62882,0.8855399174980259,3.0307788191685283,S1,W1,P4B5,P1B6,26.758972888,24.007824729,2012,2,3,34
2012-02-03T04:21:20.000,#62882,0.8855399174980259,3.0307788191685283,S1,W1,P4B5,P1B6,26.758972991,24.007824832,2012,2,3,34
2012-02-03T04:21:20.000,#62882,0.8855399174980259,3.0307788191685283,S1,W1,P4B5,P1B6,26.758973423,24.007825264,2012,2,3,34
2012-02-03T04:21:21.000,#62882,0.8855465816887087,3.030893145599823,S1,W1,P4B5,P1B6,26.746949475,24.007824595,2012,2,3,34
2012-02-03T04:31:03.000,#62882,0.8882571724219152,3.097693976211197,S1,W1,P4B5,P1B6,83.615701603,87.999970658,2012,2,3,34
2012-02-03T04:31:04.000,#62882,0.888259814867856,3.0978090933813625,S1,W1,P4B5,P1B6,83.603264002,87.999970658,2012,2,3,34
2012-02-03T04:31:04.000,#62882,0.888259814867856,3.0978090933813625,S1,W1,P4B5,P1B6,83.603273732,87.999970658,2012,2,3,34
2012-02-03T04:31:05.000,#62882,0.8882624503848396,3.097924211389287,S1,W1,P4B5,P1B6,83.590810638,87.999970658,2012,2,3,34
2012-02-03T04:39:46.000,#53937,0.8736940703384627,3.346787314207257,S1,W1,P4B5,P1B6,55.415940181,87.999970658,2012,2,3,34
2012-02-03T04:39:49.000,#53937,0.8736571852132763,3.347121827519807,S1,W1,P4B5,P1B6,55.374403521,87.999970658,2012,2,3,34
2012-02-03T04:39:50.000,#53937,0.8736448770117649,3.3472333251738102,S1,W1,P4B5,P1B6,55.360589036,87.999970658,2012,2,3,34
2012-02-03T04:54:12.000,#62882,0.8852400791304184,3.257431738831396,S1,W1,P4B5,P1B6,65.657667175,87.999970658,2012,2,3,34
2012-02-03T04:54:13.000,#62882,0.8852331070287488,3.257545976582511,S1,W1,P4B5,P1B6,65.644272157,87.999970658,2012,2,3,34
2012-02-03T04:54:14.000,#62882,0.8852261280853886,3.2576602122392324,S1,W1,P4B5,P1B6,65.630887959,87.999970658,2012,2,3,34
2012-02-03T05:01:54.000,#53937,0.8517326667290975,3.4912925044562098,S1,W1,P4B5,P1B6,36.552177597,87.999970658,2012,2,3,34
2012-02-03T05:01:56.000,#53937,0.8516913400725771,3.4915039352475,S1,W1,P4B5,P1B6,36.52309528,87.999970658,2012,2,3,34
2012-02-03T05:02:03.000,#53937,0.8515465082355637,3.49224377914805,S1,W1,P4B5,P1B6,36.421396625,87.999970658,2012,2,3,34
2012-02-03T05:02:04.000,#53937,0.8515257940396825,3.492349450351958,S1,W1,P4B5,P1B6,36.406857333,87.999970658,2012,2,3,34
2012-02-03T05:14:42.000,#62882,0.8715770145617401,3.395855315094793,S1,W1,P4B5,P1B6,48.748599098,87.999970658,2012,2,3,34
2012-02-03T05:14:43.000,#62882,0.8715618457306781,3.395965719073128,S1,W1,P4B5,P1B6,48.734492641,87.999970658,2012,2,3,34
2012-02-03T05:14:43.000,#62882,0.8715618457306781,3.395965719073128,S1,W1,P4B5,P1B6,48.734505408,87.999970658,2012,2,3,34
2012-02-03T05:14:44.000,#62882,0.8715466704418978,3.396076119002298,S1,W1,P4B5,P1B6,48.72039841,87.999970658,2012,2,3,34
2012-02-03T05:20:32.000,#62882,0.8658775657057308,3.434234353039428,S1,W1,P4B5,P1B6,43.783626445,87.999970658,2012,2,3,34
2012-02-03T05:20:32.000,#62882,0.8658775657057308,3.434234353039428,S1,W1,P4B5,P1B6,43.783643532,87.999970658,2012,2,3,34
2012-02-03T05:20:33.000,#62882,0.8658601690840516,3.434343224793212,S1,W1,P4B5,P1B6,43.769368259,87.999970658,2012,2,3,34
2012-02-03T05:37:12.000,#115750,0.6708974157376304,2.50238831288198,S1,W1,P4B5,P1B6,82.577305702,11.999995999,2012,2,3,34
2012-02-03T05:37:13.000,#115750,0.6709333819295125,2.50246773810385,S1,W1,P4B5,P1B6,82.570715348,11.999995999,2012,2,3,34
2012-02-03T05:37:13.000,#115750,0.6709333819295125,2.50246773810385,S1,W1,P4B5,P1B6,82.57075246,11.999995999,2012,2,3,34
2012-02-03T05:43:10.000,#115750,0.6835240854181575,2.531149354410767,S1,W1,P4B5,P1B6,80.139082924,11.999995999,2012,2,3,34
2012-02-03T05:43:11.000,#115750,0.6835586451190085,2.531230611861832,S1,W1,P4B5,P1B6,80.132076438,11.999995999,2012,2,3,34
2012-02-03T05:43:12.000,#115750,0.6835932008230555,2.5313118744790715,S1,W1,P4B5,P1B6,80.125088502,11.999995999,2012,2,3,34
2012-02-03T05:43:13.000,#115750,0.683627752495392,2.5313931421926723,S1,W1,P4B5,P1B6,80.118090107,11.999995999,2012,2,3,34
2012-02-03T05:52:40.000,#113518,0.6757377428325201,2.6583813739932136,S1,W1,P4B5,P1B6,77.755766612,11.999995999,2012,2,3,34
2012-02-03T05:52:41.000,#113518,0.6757657541627375,2.658465190655467,S1,W1,P4B5,P1B6,77.747654786,11.999995999,2012,2,3,34
2012-02-03T05:52:42.000,#113518,0.675793761024912,2.65854901171595,S1,W1,P4B5,P1B6,77.739551474,11.999995999,2012,2,3,34
2012-02-03T06:01:03.000,#115750,0.7181980078062172,2.621282749608242,S1,W1,P4B5,P1B6,72.05088682,11.999995999,2012,2,3,34
2012-02-03T06:01:03.000,#115750,0.7181980078062172,2.621282749608242,S1,W1,P4B5,P1B6,72.050910629,11.999995999,2012,2,3,34
2012-02-03T06:01:04.000,#115750,0.718227980066209,2.6213694838675927,S1,W1,P4B5,P1B6,72.04281375,11.999995999,2012,2,3,34
2012-02-03T06:01:05.000,#115750,0.7182579477883447,2.621456223223305,S1,W1,P4B5,P1B6,72.034739693,11.999995999,2012,2,3,34
2012-02-03T06:09:18.000,#113518,0.7013966585762935,2.744135256229481,S1,W1,P4B5,P1B6,69.186788924,11.999995999,2012,2,3,34
2012-02-03T06:09:19.000,#113518,0.7014199939774586,2.744223231697182,S1,W1,P4B5,P1B6,69.177753888,11.999995999,2012,2,3,34
2012-02-03T06:09:19.000,#113518,0.7014199939774586,2.744223231697182,S1,W1,P4B5,P1B6,69.177765914,11.999995999,2012,2,3,34
2012-02-03T06:09:22.000,#113518,0.7014899708594222,2.7444871819414853,S1,W1,P4B5,P1B6,69.150624061,11.999995999,2012,2,3,34
2012-02-03T06:19:23.000,#115750,0.7483171944315771,2.719672308890053,S1,W1,P4B5,P1B6,62.587686907,11.999995999,2012,2,3,34
2012-02-03T06:19:25.000,#115750,0.7483665657120456,2.7198564893670394,S1,W1,P4B5,P1B6,62.569445041,11.999995999,2012,2,3,34
2012-02-03T06:19:27.000,#115750,0.7484159167466948,2.720040688396875,S1,W1,P4B5,P1B6,62.551148111,11.999995999,2012,2,3,34
2012-02-03T06:19:34.000,#115750,0.7485884857052468,2.720685531094085,S1,W1,P4B5,P1B6,62.487194299,11.999995999,2012,2,3,34
2012-02-03T06:28:42.000,#113518,0.7251470825091644,2.849067559482764,S1,W1,P4B5,P1B6,58.03798305,11.999995999,2012,2,3,34
2012-02-03T06:28:43.000,#113518,0.7251644665470197,2.849159739029755,S1,W1,P4B5,P1B6,58.02789105,11.999995999,2012,2,3,34
2012-02-03T06:28:44.000,#113518,0.7251818452616206,2.8492519218405112,S1,W1,P4B5,P1B6,58.017785574,11.999995999,2012,2,3,34
2012-02-03T06:37:55.000,#115750,0.7725381607888484,2.824801446746092,S1,W1,P4B5,P1B6,51.876114943,11.999995999,2012,2,3,34
2012-02-03T06:37:57.000,#115750,0.7725757144274983,2.824995160717597,S1,W1,P4B5,P1B6,51.855868331,11.999995999,2012,2,3,34
2012-02-03T06:37:58.000,#115750,0.7725944829128762,2.8250920235414765,S1,W1,P4B5,P1B6,51.845736708,11.999995999,2012,2,3,34
2012-02-03T06:58:58.000,#110289,0.7902848914667656,3.101837993292695,S1,W1,P4B5,P1B6,22.735942796,11.999995999,2012,2,3,34
2012-02-03T06:58:59.000,#110289,0.790287284662236,3.1019398459081864,S1,W1,P4B5,P1B6,22.723674792,11.999995999,2012,2,3,34
2012-02-03T06:59:00.000,#110289,0.7902896717141473,3.102041699064729,S1,W1,P4B5,P1B6,22.711381642,11.999995999,2012,2,3,34
2012-02-03T06:59:00.000,#110289,0.7902896717141473,3.102041699064729,S1,W1,P4B5,P1B6,22.711391025,11.999995999,2012,2,3,34
2012-02-03T07:06:21.000,#113518,0.7502996316540966,3.063765216265516,S1,W1,P4B5,P1B6,33.150834319,11.999995999,2012,2,3,34
2012-02-03T07:06:22.000,#113518,0.750304316414515,3.0638622643560955,S1,W1,P4B5,P1B6,33.138956541,11.999995999,2012,2,3,34
2012-02-03T07:06:23.000,#113518,0.7503089953455336,3.0639593134415124,S1,W1,P4B5,P1B6,33.127062899,11.999995999,2012,2,3,34
2012-02-03T07:15:29.000,#110289,0.789643111682766,3.202814167160424,S1,W1,P4B5,P1B6,10.226535436,11.999995999,2012,2,3,34
2012-02-03T07:15:35.000,#110289,0.7896208678279684,3.203424402771094,S1,W1,P4B5,P1B6,10.148810264,11.999995999,2012,2,3,34
2012-02-03T07:15:36.000,#110289,0.7896171390891012,3.2035261057420543,S1,W1,P4B5,P1B6,10.135853828,11.999995999,2012,2,3,34
2012-02-03T07:15:37.000,#110289,0.7896134042415816,3.2036278079450704,S1,W1,P4B5,P1B6,10.122896742,11.999995999,2012,2,3,34
2012-02-03T07:25:24.000,#115750,0.8022707056198518,3.112359972330652,S1,W1,P4B5,P1B6,67.689847046,59.999979994,2012,2,3,34
2012-02-03T07:25:27.000,#115750,0.8022759643317946,3.112670028134953,S1,W1,P4B5,P1B6,67.652690761,59.999979994,2012,2,3,34
2012-02-03T07:25:28.000,#115750,0.8022777047741246,3.1127733808434823,S1,W1,P4B5,P1B6,67.640303932,59.999979994,2012,2,3,34
2012-02-03T07:25:29.000,#115750,0.8022794389856294,3.1128767340232506,S1,W1,P4B5,P1B6,67.627916393,59.999979994,2012,2,3,34
2012-02-03T07:37:27.000,#113518,0.748844780673651,3.245225754063524,S1,W1,P4B5,P1B6,57.760545764,59.999979994,2012,2,3,34
2012-02-03T07:37:27.000,#113518,0.748844780673651,3.245225754063524,S1,W1,P4B5,P1B6,57.76055893,59.999979994,2012,2,3,34
2012-02-03T07:37:28.000,#113518,0.748838540580523,3.245322506809487,S1,W1,P4B5,P1B6,57.747427443,59.999979994,2012,2,3,34
2012-02-03T07:37:29.000,#113518,0.7488322946754488,3.245419258351174,S1,W1,P4B5,P1B6,57.734309813,59.999979994,2012,2,3,34
2012-02-03T07:44:26.000,#115750,0.8002216696524959,3.230295389990117,S1,W1,P4B5,P1B6,53.105220844,59.999979994,2012,2,3,34
2012-02-03T07:44:26.000,#115750,0.8002216696524959,3.230295389990117,S1,W1,P4B5,P1B6,53.105232056,59.999979994,2012,2,3,34
2012-02-03T07:44:27.000,#115750,0.8002163254019663,3.23039826802145,S1,W1,P4B5,P1B6,53.092077105,59.999979994,2012,2,3,34
2012-02-03T07:53:18.000,#110289,0.765839088007888,3.4289645848895582,S1,W1,P4B5,P1B6,27.322850183,59.999979994,2012,2,3,34
2012-02-03T07:53:19.000,#110289,0.7658219961905094,3.429061200243204,S1,W1,P4B5,P1B6,27.308635716,59.999979994,2012,2,3,34
2012-02-03T07:53:20.000,#110289,0.7658048987880773,3.429157812053829,S1,W1,P4B5,P1B6,27.294418169,59.999979994,2012,2,3,34
2012-02-03T07:57:36.000,#110289,0.761245239486464,3.453773092864836,S1,W1,P4B5,P1B6,23.636988683,59.999979994,2012,2,3,34
2012-02-03T07:57:37.000,#110289,0.7612267186633073,3.4538687782546944,S1,W1,P4B5,P1B6,23.622630579,59.999979994,2012,2,3,34
2012-02-03T07:57:38.000,#110289,0.7612081923772697,3.4539644598571897,S1,W1,P4B5,P1B6,23.608283508,59.999979994,2012,2,3,34
2012-02-03T07:57:40.000,#110289,0.76117112329438,3.454155812031698,S1,W1,P4B5,P1B6,23.579614251,59.999979994,2012,2,3,34
2012-04-03T06:54:48.000,#142291,1.1431662980175483,3.413545091490428,S2,W1,P3B1,P2B3,15.460448336,0.0,2012,4,3,94
2012-04-03T06:54:48.000,#142291,1.1431662980175483,3.413545091490428,S2,W2,P3B1,P5B2,15.460448336,6.05594669,2012,4,3,94
2012-04-03T06:54:48.000,#142291,1.1431662980175483,3.413545091490428,W1,W2,P2B3,P5B2,0.0,6.05594669,2012,4,3,94
2012-04-03T06:54:50.000,#142291,1.1431338876198578,3.4138819598804564,S2,W1,P3B1,P2B3,15.43448705,0.0,2012,4,3,94
2012-04-03T06:54:50.000,#142291,1.1431338876198578,3.4138819598804564,S2,W2,P3B1,P5B2,15.43448705,6.040577952,2012,4,3,94
2012-04-03T06:54:50.000,#142291,1.1431338876198578,3.4138819598804564,W1,W2,P2B3,P5B2,0.0,6.040577952,2012,4,3,94
2012-04-03T06:54:51.000,#142291,1.1431176677515202,3.4140503767879844,S2,W1,P3B1,P2B3,15.421515718,0.0,2012,4,3,94
2012-04-03T06:54:51.000,#142291,1.1431176677515202,3.4140503767879844,S2,W2,P3B1,P5B2,15.421515718,6.032889494,2012,4,3,94
2012-04-03T06:54:51.000,#142291,1.1431176677515202,3.4140503767879844,W1,W2,P2B3,P5B2,0.0,6.032889494,2012,4,3,94
2012-04-03T06:54:52.000,#142291,1.1431014380918858,3.414218782315966,S2,W1,P3B1,P2B3,15.408538218,0.0,2012,4,3,94
2012-04-03T06:54:52.000,#142291,1.1431014380918858,3.414218782315966,S2,W2,P3B1,P5B2,15.408538218,6.025191974,2012,4,3,94
2012-04-03T06:54:52.000,#142291,1.1431014380918858,3.414218782315966,W1,W2,P2B3,P5B2,0.0,6.025191974,2012,4,3,94
2012-04-03T07:15:16.000,#168922,0.939699953967928,1.6727462984968482,S2,W1,P3B1,P2B3,70.511964234,0.0,2012,4,3,94
2012-04-03T07:15:16.000,#168922,0.939699953967928,1.6727462984968482,S2,W2,P3B1,P5B2,70.511964234,73.147137339,2012,4,3,94
2012-04-03T07:15:16.000,#168922,0.939699953967928,1.6727462984968482,S2,W2,P3B1,P5B2,70.511964234,73.147155717,2012,4,3,94
2012-04-03T07:15:16.000,#168922,0.939699953967928,1.6727462984968482,W1,W2,P2B3,P5B2,0.0,73.147137339,2012,4,3,94
2012-04-03T07:15:16.000,#168922,0.939699953967928,1.6727462984968482,W1,W2,P2B3,P5B2,0.0,73.147155717,2012,4,3,94
2012-04-03T07:15:19.000,#168922,0.9398798919858344,1.6728945571656746,S2,W1,P3B1,P2B3,70.500344554,0.0,2012,4,3,94
2012-04-03T07:15:19.000,#168922,0.9398798919858344,1.6728945571656746,S2,W2,P3B1,P5B2,70.500344554,73.133321262,2012,4,3,94
2012-04-03T07:15:19.000,#168922,0.9398798919858344,1.6728945571656746,W1,W2,P2B3,P5B2,0.0,73.133321262,2012,4,3,94
2012-04-03T07:15:20.000,#168922,0.939939870696818,1.6729439869321263,S2,W1,P3B1,P2B3,70.496472382,0.0,2012,4,3,94
2012-04-03T07:15:20.000,#168922,0.939939870696818,1.6729439869321263,S2,W2,P3B1,P5B2,70.496472382,73.128706956,2012,4,3,94
2012-04-03T07:15:20.000,#168922,0.939939870696818,1.6729439869321263,W1,W2,P2B3,P5B2,0.0,73.128706956,2012,4,3,94
2012-04-03T07:28:09.000,#163170,1.136256741495857,1.8236841812605409,S2,W1,P3B1,P2B3,49.555302217,0.0,2012,4,3,94
2012-04-03T07:28:09.000,#163170,1.136256741495857,1.8236841812605409,S2,W2,P3B1,P5B2,49.555302217,56.029689508,2012,4,3,94
2012-04-03T07:28:09.000,#163170,1.136256741495857,1.8236841812605409,W1,W2,P2B3,P5B2,0.0,56.029689508,2012,4,3,94
2012-04-03T07:28:12.000,#163170,1.136431862108322,1.823904798801788,S2,W1,P3B1,P2B3,49.53535283,0.0,2012,4,3,94
2012-04-03T07:28:12.000,#163170,1.136431862108322,1.823904798801788,S2,W2,P3B1,P5B2,49.53535283,56.012649886,2012,4,3,94
2012-04-03T07:28:12.000,#163170,1.136431862108322,1.823904798801788,W1,W2,P2B3,P5B2,0.0,56.012649886,2012,4,3,94
2012-04-03T07:28:18.000,#163170,1.136782073348496,1.824346418275596,S2,W1,P3B1,P2B3,49.495386483,0.0,2012,4,3,94
2012-04-03T07:28:18.000,#163170,1.136782073348496,1.824346418275596,S2,W2,P3B1,P5B2,49.495386483,55.978460171,2012,4,3,94
2012-04-03T07:28:18.000,#163170,1.136782073348496,1.824346418275596,W1,W2,P2B3,P5B2,0.0,55.978460171,2012,4,3,94
2012-04-03T07:34:37.000,#163170,1.1588174220029588,1.853336210161065,S2,W1,P3B1,P2B3,46.909166296,0.0,2012,4,3,94
2012-04-03T07:34:37.000,#163170,1.1588174220029588,1.853336210161065,S2,W2,P3B1,P5B2,46.909166296,53.797755297,2012,4,3,94
2012-04-03T07:34:37.000,#163170,1.1588174220029588,1.853336210161065,W1,W2,P2B3,P5B2,0.0,53.797755297,2012,4,3,94
2012-04-03T07:34:41.000,#163170,1.1590490205100874,1.853654270673635,S2,W1,P3B1,P2B3,46.881247909,0.0,2012,4,3,94
2012-04-03T07:34:41.000,#163170,1.1590490205100874,1.853654270673635,S2,W2,P3B1,P5B2,46.881247909,53.774497943,2012,4,3,94
2012-04-03T07:34:41.000,#163170,1.1590490205100874,1.853654270673635,W1,W2,P2B3,P5B2,0.0,53.774497943,2012,4,3,94
2012-04-03T07:34:46.000,#163170,1.1593384884977986,1.8540522204911216,S2,W1,P3B1,P2B3,46.846323156,0.0,2012,4,3,94
2012-04-03T07:34:46.000,#163170,1.1593384884977986,1.8540522204911216,S2,W2,P3B1,P5B2,46.846323156,53.745454377,2012,4,3,94
2012-04-03T07:34:46.000,#163170,1.1593384884977986,1.8540522204911216,W1,W2,P2B3,P5B2,0.0,53.745454377,2012,4,3,94
2012-04-03T07:34:49.000,#163170,1.1595121532089618,1.854291190274173,S2,W1,P3B1,P2B3,46.825343672,0.0,2012,4,3,94
2012-04-03T07:34:49.000,#163170,1.1595121532089618,1.854291190274173,S2,W2,P3B1,P5B2,46.825343672,53.728027065,2012,4,3,94
2012-04-03T07:34:49.000,#163170,1.1595121532089618,1.854291190274173,W1,W2,P2B3,P5B2,0.0,53.728027065,2012,4,3,94
2012-04-03T07:45:29.000,#165464,1.0847407152006558,2.0235787544443284,S2,W1,P3B1,P2B3,69.5010929,0.0,2012,4,3,94
2012-04-03T07:45:29.000,#165464,1.0847407152006558,2.0235787544443284,S2,W2,P3B1,P5B2,69.5010929,58.77547635,2012,4,3,94
2012-04-03T07:45:29.000,#165464,1.0847407152006558,2.0235787544443284,W1,W2,P2B3,P5B2,0.0,58.77547635,2012,4,3,94
2012-04-03T07:45:31.000,#165464,1.0848491451243396,2.0237606640734245,S2,W1,P3B1,P2B3,69.487065883,0.0,2012,4,3,94
2012-04-03T07:45:31.000,#165464,1.0848491451243396,2.0237606640734245,S2,W2,P3B1,P5B2,69.487065883,58.763562647,2012,4,3,94
2012-04-03T07:45:31.000,#165464,1.0848491451243396,2.0237606640734245,W1,W2,P2B3,P5B2,0.0,58.763562647,2012,4,3,94
2012-04-03T07:45:35.000,#165464,1.0850659762086807,2.0241246740961043,S2,W1,P3B1,P2B3,69.458991596,0.0,2012,4,3,94
2012-04-03T07:45:35.000,#165464,1.0850659762086807,2.0241246740961043,S2,W2,P3B1,P5B2,69.458991596,58.7397239,2012,4,3,94
2012-04-03T07:45:35.000,#165464,1.0850659762086807,2.0241246740961043,W1,W2,P2B3,P5B2,0.0,58.7397239,2012,4,3,94
2012-04-03T07:45:39.000,#165464,1.0852827688434186,2.0244889388146814,S2,W1,P3B1,P2B3,69.430927017,0.0,2012,4,3,94
2012-04-03T07:45:39.000,#165464,1.0852827688434186,2.0244889388146814,S2,W2,P3B1,P5B2,69.430927017,58.715859786,2012,4,3,94
2012-04-03T07:45:39.000,#165464,1.0852827688434186,2.0244889388146814,W1,W2,P2B3,P5B2,0.0,58.715859786,2012,4,3,94
2012-04-03T07:59:15.000,#168922,1.0962398697387237,1.8272601177211525,S2,W1,P3B1,P2B3,57.111286129,0.0,2012,4,3,94
2012-04-03T07:59:15.000,#168922,1.0962398697387237,1.8272601177211525,S2,W2,P3B1,P5B2,57.111286129,59.656883288,2012,4,3,94
2012-04-03T07:59:15.000,#168922,1.0962398697387237,1.8272601177211525,W1,W2,P2B3,P5B2,0.0,59.656883288,2012,4,3,94
2012-04-03T07:59:17.000,#168922,1.0963565093421428,1.8274017159692075,S2,W1,P3B1,P2B3,57.09877035,0.0,2012,4,3,94
2012-04-03T07:59:17.000,#168922,1.0963565093421428,1.8274017159692075,S2,W2,P3B1,P5B2,57.09877035,59.645738077,2012,4,3,94
2012-04-03T07:59:17.000,#168922,1.0963565093421428,1.8274017159692075,W1,W2,P2B3,P5B2,0.0,59.645738077,2012,4,3,94
