utc,star,elevation,azimuth,tel_1,tel_2,pop_1,pop_2,cart_1,cart_2
2019-04-07T07:10:19.000,#157607,159.793926381,35.221831048,S1,E1,P5B5,P1B1,79.181514472,3.281990187
2019-04-07T07:10:20.000,#157607,159.798565242,35.223024104,W1,W2,P2B3,P5B2,7.722994334,57.999998000
2019-04-07T07:10:20.000,#157607,159.798565242,35.223024104,S2,W2,P5B4,P5B2,83.876114407,57.999998000
2019-04-07T07:10:20.000,#157607,159.798565242,35.223024104,S1,W2,P5B5,P5B2,79.179238005,57.999998000
2019-04-07T07:10:20.000,#157607,159.798565242,35.223024104,S2,W1,P5B4,P2B3,83.876114407,7.722994334
2019-04-07T07:10:20.000,#157607,159.798565242,35.223024104,S1,W1,P5B5,P2B3,79.179238005,7.722994334
2019-04-07T07:10:21.000,#157607,159.803204270,35.224216897,S1,S2,P5B5,P5B4,79.176960896,83.873840145
2019-04-07T07:10:21.000,#157607,159.803204270,35.224216897,E1,W2,P1B1,P5B2,3.253563541,57.999998000
2019-04-07T07:10:21.000,#157607,159.803204270,35.224216897,E1,W1,P1B1,P2B3,3.253563541,7.729635799
2019-04-07T07:10:21.000,#157607,159.803204270,35.224216897,S2,E1,P5B4,P1B1,83.873849239,3.253563541
2019-04-07T07:10:21.000,#157607,159.803204270,35.224216897,S1,E1,P5B5,P1B1,79.176973268,3.253563541
2019-04-07T07:10:22.000,#157607,159.807843470,35.225409428,W1,W2,P2B3,P5B2,7.736266139,57.999998000
2019-04-07T07:10:22.000,#157607,159.807843470,35.225409428,S2,W2,P5B4,P5B2,83.871574429,57.999998000
2019-04-07T07:10:22.000,#157607,159.807843470,35.225409428,S1,W2,P5B5,P5B2,79.174695514,57.999998000
2019-04-07T07:10:22.000,#157607,159.807843470,35.225409428,S2,W1,P5B4,P2B3,83.871574429,7.736266139
2019-04-07T07:10:22.000,#157607,159.807843470,35.225409428,S1,W1,P5B5,P2B3,79.174695514,7.736266139
2019-04-07T07:10:23.000,#157607,159.812482839,35.226601696,S1,S2,P5B5,P5B4,79.172417118,83.869299073
2019-04-07T07:10:23.000,#157607,159.812482839,35.226601696,E1,W2,P1B1,P5B2,3.225130584,57.999998000
2019-04-07T07:10:23.000,#157607,159.812482839,35.226601696,E1,W1,P1B1,P2B3,3.225130584,7.742896728
2019-04-07T07:10:23.000,#157607,159.812482839,35.226601696,S2,E1,P5B4,P1B1,83.869299073,3.225130584
2019-04-07T07:10:23.000,#157607,159.812482839,35.226601696,W1,W2,P2B3,P5B2,7.742896728,57.999998000
2019-04-07T07:10:24.000,#157607,159.817122375,35.227793701,S2,W2,P5B4,P5B2,83.867023173,57.999998000
2019-04-07T07:10:24.000,#157607,159.817122375,35.227793701,S2,W1,P5B4,P2B3,83.867023173,7.749527563
2019-04-07T07:10:24.000,#157607,159.817122375,35.227793701,S1,W1,P5B5,P2B3,79.170138080,7.749527563
2019-04-07T07:10:24.000,#157607,159.817122375,35.227793701,S1,S2,P5B5,P5B4,79.170138080,83.867023173
2019-04-07T07:11:38.000,#157607,160.160916027,35.315272351,E1,W2,P1B1,P5B2,2.158948428,57.999998000
2019-04-07T07:11:38.000,#157607,160.160916027,35.315272351,E1,W1,P1B1,P2B3,2.158948428,8.240913220
2019-04-07T07:11:38.000,#157607,160.160916027,35.315272351,S2,E1,P5B4,P1B1,83.697094632,2.158948428
2019-04-07T07:11:39.000,#157607,160.165568183,35.316444617,W1,W2,P2B3,P5B2,8.247562698,57.999998000
2019-04-07T07:11:39.000,#157607,160.165568183,35.316444617,S2,W2,P5B4,P5B2,83.694777827,57.999998000
2019-04-07T07:11:39.000,#157607,160.165568183,35.316444617,S1,W2,P5B5,P5B2,78.997346314,57.999998000
2019-04-07T07:11:39.000,#157607,160.165568183,35.316444617,S2,W1,P5B4,P2B3,83.694777827,8.247562698
2019-04-07T07:11:39.000,#157607,160.165568183,35.316444617,S1,W1,P5B5,P2B3,78.997346314,8.247562698
2019-04-07T07:11:40.000,#157607,160.170220509,35.317616619,S1,S2,P5B5,P5B4,78.995018431,83.692460475
2019-04-07T07:11:40.000,#157607,160.170220509,35.317616619,S2,E2,P5B4,P1B6,83.692460475,79.835710374
2019-04-07T07:11:40.000,#157607,160.170220509,35.317616619,E1,W2,P1B1,P5B2,2.130535170,57.999998000
2019-04-07T07:11:40.000,#157607,160.170220509,35.317616619,E1,W1,P1B1,P2B3,2.130535170,8.254227778
2019-04-07T07:11:40.000,#157607,160.170220509,35.317616619,S2,E1,P5B4,P1B1,83.692454238,2.130535170
2019-04-07T07:11:41.000,#157607,160.174873003,35.318788357,S1,E1,P5B5,P1B1,78.992700089,2.116320764
2019-04-07T07:11:41.000,#157607,160.174873003,35.318788357,W1,W2,P2B3,P5B2,8.260877755,57.999998000
2019-04-07T07:11:41.000,#157607,160.174873003,35.318788357,S2,W2,P5B4,P5B2,83.690136342,57.999998000
2019-04-07T07:11:41.000,#157607,160.174873003,35.318788357,S1,W2,P5B5,P5B2,78.992700089,57.999998000
2019-04-07T07:11:41.000,#157607,160.174873003,35.318788357,S2,W1,P5B4,P2B3,83.690136342,8.260877755
2019-04-07T07:11:42.000,#157607,160.179525661,35.319959830,S1,W1,P5B5,P2B3,78.990370923,8.267527974
2019-04-07T07:11:42.000,#157607,160.179525661,35.319959830,S1,S2,P5B5,P5B4,78.990370923,83.687817903
2019-04-07T07:21:08.000,#164437,146.432365475,35.600888258,W1,W2,P1B3,P5B2,4.001634016,33.999998000
2019-04-07T07:21:08.000,#164437,146.432365475,35.600888258,S2,W2,P5B4,P5B2,55.707061671,33.999998000
2019-04-07T07:21:08.000,#164437,146.432365475,35.600888258,S2,W1,P5B4,P1B3,55.707061671,4.001634016
2019-04-07T07:21:08.000,#164437,146.432365475,35.600888258,W1,W2,P1B3,P5B2,4.001706421,33.999998000
2019-04-07T07:21:09.000,#164437,146.436776416,35.602798231,S2,W2,P5B4,P5B2,55.706141620,33.999998000
2019-04-07T07:21:09.000,#164437,146.436776416,35.602798231,S2,W1,P5B4,P1B3,55.706141620,4.007753036
2019-04-07T07:21:54.000,#164437,146.635528033,35.688517285,E1,W2,P1B1,P5B2,20.640402390,33.999998000
2019-04-07T07:21:54.000,#164437,146.635528033,35.688517285,S2,E1,P5B4,P1B1,55.664120083,20.640402390
2019-04-07T07:21:54.000,#164437,146.635528033,35.688517285,S1,E1,P5B5,P1B1,48.943200399,20.640402390
2019-04-07T07:21:55.000,#164437,146.639950492,35.690417038,W1,W2,P1B3,P5B2,4.286200733,33.999998000
2019-04-07T07:21:55.000,#164437,146.639950492,35.690417038,S2,W2,P5B4,P5B2,55.663170598,33.999998000
2019-04-07T07:21:55.000,#164437,146.639950492,35.690417038,S1,W2,P5B5,P5B2,48.942486962,33.999998000
2019-04-07T07:21:55.000,#164437,146.639950492,35.690417038,S2,W1,P5B4,P1B3,55.663170598,4.286200733
2019-04-07T07:21:55.000,#164437,146.639950492,35.690417038,S1,W1,P5B5,P1B3,48.942486962,4.286200733
2019-04-07T07:21:56.000,#164437,146.644373205,35.692316570,S1,S2,P5B5,P5B4,48.941772846,55.662220533
2019-04-07T07:21:56.000,#164437,146.644373205,35.692316570,S2,W2,P5B4,P5B2,55.662251195,33.999998000
2019-04-07T07:21:56.000,#164437,146.644373205,35.692316570,S1,W2,P5B5,P5B2,48.941788416,33.999998000
2019-04-07T07:21:57.000,#164437,146.648796168,35.694215879,S1,W1,P5B5,P1B3,48.941073624,4.298367079
2019-04-07T07:21:57.000,#164437,146.648796168,35.694215879,S1,S2,P5B5,P5B4,48.941073624,55.661300550
2019-04-07T07:21:57.000,#164437,146.648796168,35.694215879,E1,W1,P1B1,P1B3,20.597276274,4.298335855
2019-04-07T07:21:57.000,#164437,146.648796168,35.694215879,S2,E1,P5B4,P1B1,55.661275137,20.597276274
2019-04-07T07:21:57.000,#164437,146.648796168,35.694215879,S2,W2,P5B4,P5B2,55.661275137,33.999998000
2019-04-07T07:21:58.000,#164437,146.653219378,35.696114964,S2,W1,P5B4,P1B3,55.660323914,4.304399081
2019-04-07T07:21:58.000,#164437,146.653219378,35.696114964,S1,S2,P5B5,P5B4,48.940337920,55.660323914
2019-04-07T07:21:58.000,#164437,146.653219378,35.696114964,E1,W2,P1B1,P5B2,20.582872979,33.999998000
2019-04-07T07:21:58.000,#164437,146.653219378,35.696114964,E1,W1,P1B1,P1B3,20.582872979,4.304360676
2019-04-07T07:21:59.000,#164437,146.657642842,35.698013828,S2,E1,P5B4,P1B1,55.659363025,20.568499695
2019-04-07T07:21:59.000,#164437,146.657642842,35.698013828,W1,W2,P1B3,P5B2,4.310424244,33.999998000
2019-04-07T07:21:59.000,#164437,146.657642842,35.698013828,S2,W2,P5B4,P5B2,55.659363025,33.999998000
2019-04-07T07:21:59.000,#164437,146.657642842,35.698013828,S1,W2,P5B5,P5B2,48.939589787,33.999998000
2019-04-07T07:21:59.000,#164437,146.657642842,35.698013828,S2,W1,P5B4,P1B3,55.659363025,4.310424244
2019-04-07T07:22:00.000,#164437,146.662066553,35.699912467,S1,W1,P5B5,P1B3,48.938872963,4.316488146
2019-04-07T07:22:00.000,#164437,146.662066553,35.699912467,S1,S2,P5B5,P5B4,48.938872963,55.658410643
2019-04-07T07:22:00.000,#164437,146.662066553,35.699912467,E1,W2,P1B1,P5B2,20.554145732,33.999998000
2019-04-07T07:22:00.000,#164437,146.662066553,35.699912467,E1,W1,P1B1,P1B3,20.554145732,4.316522622
2019-04-07T07:22:01.000,#164437,146.666490518,35.701810885,W1,W2,P1B3,P5B2,4.322586866,33.999998000
2019-04-07T07:22:01.000,#164437,146.666490518,35.701810885,S2,W2,P5B4,P5B2,55.657459763,33.999998000
2019-04-07T07:22:01.000,#164437,146.666490518,35.701810885,S1,W2,P5B5,P5B2,48.938152861,33.999998000
2019-04-07T07:22:01.000,#164437,146.666490518,35.701810885,S2,W1,P5B4,P1B3,55.657459763,4.322586866
2019-04-07T07:22:01.000,#164437,146.666490518,35.701810885,S1,S2,P5B5,P5B4,48.938152861,55.657459763
2019-04-07T07:22:02.000,#164437,146.670914732,35.703709080,E1,W2,P1B1,P5B2,20.525401375,33.999998000
2019-04-07T07:22:02.000,#164437,146.670914732,35.703709080,E1,W1,P1B1,P1B3,20.525401375,4.328647029
2019-04-07T07:22:02.000,#164437,146.670914732,35.703709080,S2,E1,P5B4,P1B1,55.656516258,20.525401375
2019-04-07T07:22:02.000,#164437,146.670914732,35.703709080,S1,E1,P5B5,P1B1,48.937436605,20.525401375
2019-04-07T07:22:02.000,#164437,146.670914732,35.703709080,W1,W2,P1B3,P5B2,4.328647029,33.999998000
2019-04-07T07:22:03.000,#164437,146.675339195,35.705607051,S2,W2,P5B4,P5B2,55.655562138,33.999998000
2019-04-07T07:22:03.000,#164437,146.675339195,35.705607051,S1,W2,P5B5,P5B2,48.936717749,33.999998000
2019-04-07T07:22:03.000,#164437,146.675339195,35.705607051,S2,W1,P5B4,P1B3,55.655562138,4.334711946
2019-04-07T07:22:03.000,#164437,146.675339195,35.705607051,S1,W1,P5B5,P1B3,48.936717749,4.334711946
2019-04-07T07:22:03.000,#164437,146.675339195,35.705607051,S1,S2,P5B5,P5B4,48.936717749,55.655562138
2019-04-07T07:23:06.000,#164437,146.954585028,35.824728887,E1,W2,P1B1,P5B2,19.605171959,33.999998000
2019-04-07T07:23:07.000,#164437,146.959025511,35.826612544,E1,W1,P1B1,P1B3,19.590787845,4.723581060
2019-04-07T07:23:07.000,#164437,146.959025511,35.826612544,S2,E1,P5B4,P1B1,55.593223348,19.590787845
2019-04-07T07:23:07.000,#164437,146.959025511,35.826612544,S1,E1,P5B5,P1B1,48.889213395,19.590787845
2019-04-07T07:23:07.000,#164437,146.959025511,35.826612544,S2,W2,P5B4,P5B2,55.593223348,33.999998000
2019-04-07T07:23:07.000,#164437,146.959025511,35.826612544,S2,W1,P5B4,P1B3,55.593223348,4.723581060
2019-04-07T07:23:08.000,#164437,146.963466241,35.828495977,S1,W1,P5B5,P1B3,48.888450519,4.729667881
2019-04-07T07:23:08.000,#164437,146.963466241,35.828495977,S1,S2,P5B5,P5B4,48.888450519,55.592231582
2019-04-07T07:23:08.000,#164437,146.963466241,35.828495977,E1,W2,P1B1,P5B2,19.576419229,33.999998000
2019-04-07T07:23:08.000,#164437,146.963466241,35.828495977,E1,W1,P1B1,P1B3,19.576419229,4.729696236
2019-04-07T07:23:09.000,#164437,146.967907224,35.830379186,S2,E1,P5B4,P1B1,55.591242928,19.562034801
2019-04-07T07:23:09.000,#164437,146.967907224,35.830379186,W1,W2,P1B3,P5B2,4.735783397,33.999998000
2019-04-07T07:23:09.000,#164437,146.967907224,35.830379186,S2,W2,P5B4,P5B2,55.591242928,33.999998000
2019-04-07T07:23:09.000,#164437,146.967907224,35.830379186,S2,W1,P5B4,P1B3,55.591242928,4.735783397
2019-04-07T07:23:09.000,#164437,146.967907224,35.830379186,S1,S2,P5B5,P5B4,48.887707371,55.591242928
2019-04-07T07:23:10.000,#164437,146.972348454,35.832262169,E1,W2,P1B1,P5B2,19.547650227,33.999998000
2019-04-07T07:23:10.000,#164437,146.972348454,35.832262169,E1,W1,P1B1,P1B3,19.547650227,4.741870890
2019-04-07T07:23:10.000,#164437,146.972348454,35.832262169,S2,E1,P5B4,P1B1,55.590250004,19.547650227
2019-04-07T07:23:10.000,#164437,146.972348454,35.832262169,W1,W2,P1B3,P5B2,4.741870890,33.999998000
2019-04-07T07:23:10.000,#164437,146.972348454,35.832262169,S2,W2,P5B4,P5B2,55.590250004,33.999998000
2019-04-07T07:23:11.000,#164437,146.976789938,35.834144929,S2,W1,P5B4,P1B3,55.589256499,4.747958723
2019-04-07T07:23:11.000,#164437,146.976789938,35.834144929,S1,S2,P5B5,P5B4,48.886178234,55.589256499
2019-04-07T07:27:05.000,#164437,148.022969510,36.268485828,E1,W2,P1B1,P5B2,16.163159515,33.999998000
2019-04-07T07:27:05.000,#164437,148.022969510,36.268485828,E1,W1,P1B1,P1B3,16.163159515,6.181456871
2019-04-07T07:27:06.000,#164437,148.027469702,36.270315163,W1,W2,P1B3,P5B2,6.187622731,33.999998000
2019-04-07T07:27:06.000,#164437,148.027469702,36.270315163,S2,W2,P5B4,P5B2,55.339756564,33.999998000
2019-04-07T07:27:06.000,#164437,148.027469702,36.270315163,S1,W2,P5B5,P5B2,48.687650727,33.999998000
2019-04-07T07:27:06.000,#164437,148.027469702,36.270315163,S2,W1,P5B4,P1B3,55.339756564,6.187622731
2019-04-07T07:27:06.000,#164437,148.027469702,36.270315163,S1,W1,P5B5,P1B3,48.687650727,6.187622731
2019-04-07T07:27:07.000,#164437,148.031970140,36.272144266,S1,S2,P5B5,P5B4,48.686726149,55.338626572
2019-04-07T07:27:07.000,#164437,148.031970140,36.272144266,E1,W2,P1B1,P5B2,16.134330606,33.999998000
2019-04-07T07:27:07.000,#164437,148.031970140,36.272144266,E1,W1,P1B1,P1B3,16.134330606,6.193782623
2019-04-07T07:27:07.000,#164437,148.031970140,36.272144266,S2,E1,P5B4,P1B1,55.338606032,16.134330606
2019-04-07T07:27:08.000,#164437,148.036470830,36.273973140,W1,W2,P1B3,P5B2,6.199949139,33.999998000
2019-04-07T07:27:08.000,#164437,148.036470830,36.273973140,S2,W2,P5B4,P5B2,55.337475462,33.999998000
2019-04-07T07:27:08.000,#164437,148.036470830,36.273973140,S2,W1,P5B4,P1B3,55.337475462,6.199949139
2019-04-07T07:27:08.000,#164437,148.036470830,36.273973140,S1,S2,P5B5,P5B4,48.685794490,55.337475462
2019-04-07T07:27:09.000,#164437,148.040971770,36.275801784,E1,W2,P1B1,P5B2,16.105490058,33.999998000
2019-04-07T07:27:09.000,#164437,148.040971770,36.275801784,S2,E1,P5B4,P1B1,55.336337936,16.105490058
2019-04-07T07:27:09.000,#164437,148.040971770,36.275801784,W1,W2,P1B3,P5B2,6.206118472,33.999998000
2019-04-07T07:27:09.000,#164437,148.040971770,36.275801784,S2,W2,P5B4,P5B2,55.336337936,33.999998000
2019-04-07T07:27:09.000,#164437,148.040971770,36.275801784,S1,W2,P5B5,P5B2,48.684860715,33.999998000
2019-04-07T07:27:10.000,#164437,148.045472956,36.277630196,S1,W1,P5B5,P1B3,48.683934109,6.212285641
2019-04-07T07:27:10.000,#164437,148.045472956,36.277630196,S1,S2,P5B5,P5B4,48.683934109,55.335206212
2019-04-07T07:27:10.000,#164437,148.045472956,36.277630196,E1,W2,P1B1,P5B2,16.091071310,33.999998000
2019-04-07T07:27:10.000,#164437,148.045472956,36.277630196,E1,W1,P1B1,P1B3,16.091071310,6.212274167
2019-04-07T07:27:10.000,#164437,148.045472956,36.277630196,S2,E1,P5B4,P1B1,55.335211051,16.091071310
2019-04-07T07:27:11.000,#164437,148.049974395,36.279458380,S1,E1,P5B5,P1B1,48.683005093,16.076651248
2019-04-07T07:27:11.000,#164437,148.049974395,36.279458380,W1,W2,P1B3,P5B2,6.218441667,33.999998000
2019-04-07T07:27:11.000,#164437,148.049974395,36.279458380,S2,W2,P5B4,P5B2,55.334078749,33.999998000
2019-04-07T07:27:11.000,#164437,148.049974395,36.279458380,S1,W2,P5B5,P5B2,48.683005093,33.999998000
2019-04-07T07:27:11.000,#164437,148.049974395,36.279458380,S2,W1,P5B4,P1B3,55.334078749,6.218441667
2019-04-07T07:27:12.000,#164437,148.054476080,36.281286332,S1,W1,P5B5,P1B3,48.682077135,6.224609492
2019-04-07T07:27:12.000,#164437,148.054476080,36.281286332,S1,S2,P5B5,P5B4,48.682077135,55.332945870
2019-04-07T07:27:12.000,#164437,148.054476080,36.281286332,E1,W2,P1B1,P5B2,16.062227351,33.999998000
2019-04-07T07:27:12.000,#164437,148.054476080,36.281286332,E1,W1,P1B1,P1B3,16.062227351,6.224598905
2019-04-07T07:27:13.000,#164437,148.058978017,36.283114054,S2,E1,P5B4,P1B1,55.331824972,16.047807013
2019-04-07T07:27:13.000,#164437,148.058978017,36.283114054,W1,W2,P1B3,P5B2,6.230767061,33.999998000
2019-04-07T07:27:13.000,#164437,148.058978017,36.283114054,S2,W2,P5B4,P5B2,55.331824972,33.999998000
2019-04-07T07:27:13.000,#164437,148.058978017,36.283114054,S2,W1,P5B4,P1B3,55.331824972,6.230767061
2019-04-07T07:27:13.000,#164437,148.058978017,36.283114054,S1,S2,P5B5,P5B4,48.681143672,55.331824972
2019-04-07T07:28:17.000,#164437,148.347620308,36.399608116,E1,W2,P1B1,P5B2,15.124349339,33.999998000
2019-04-07T07:28:18.000,#164437,148.352138441,36.401420816,E1,W1,P1B1,P1B3,15.109920205,6.632375402
2019-04-07T07:28:18.000,#164437,148.352138441,36.401420816,S2,E1,P5B4,P1B1,55.256819876,15.109920205
2019-04-07T07:28:18.000,#164437,148.352138441,36.401420816,W1,W2,P1B3,P5B2,6.632375402,33.999998000
2019-04-07T07:28:18.000,#164437,148.352138441,36.401420816,S2,W2,P5B4,P5B2,55.256819876,33.999998000
2019-04-07T07:28:18.000,#164437,148.352138441,36.401420816,S2,W1,P5B4,P1B3,55.256819876,6.632375402
2019-04-07T07:28:19.000,#164437,148.356656823,36.403233285,S1,S2,P5B5,P5B4,48.618246193,55.255648309
2019-04-07T07:28:19.000,#164437,148.356656823,36.403233285,E1,W2,P1B1,P5B2,15.095485709,33.999998000
2019-04-07T07:28:19.000,#164437,148.356656823,36.403233285,E1,W1,P1B1,P1B3,15.095485709,6.638563394
2019-04-07T07:28:19.000,#164437,148.356656823,36.403233285,S2,E1,P5B4,P1B1,55.255654398,15.095485709
2019-04-07T07:28:19.000,#164437,148.356656823,36.403233285,S1,E1,P5B5,P1B1,48.618252620,15.095485709
2019-04-07T07:28:20.000,#164437,148.361175451,36.405045520,W1,W2,P1B3,P5B2,6.644753447,33.999998000
2019-04-07T07:28:20.000,#164437,148.361175451,36.405045520,S2,W2,P5B4,P5B2,55.254482254,33.999998000
2019-04-07T07:28:20.000,#164437,148.361175451,36.405045520,S1,W2,P5B5,P5B2,48.617278706,33.999998000
2019-04-07T07:28:20.000,#164437,148.361175451,36.405045520,S2,W1,P5B4,P1B3,55.254482254,6.644753447
2019-04-07T07:28:20.000,#164437,148.361175451,36.405045520,S1,W1,P5B5,P1B3,48.617278706,6.644753447
2019-04-07T07:28:21.000,#164437,148.365694331,36.406857524,S1,S2,P5B5,P5B4,48.616304115,55.253309532
2019-04-07T07:28:21.000,#164437,148.365694331,36.406857524,E1,W2,P1B1,P5B2,15.066621303,33.999998000
2019-04-07T07:28:21.000,#164437,148.365694331,36.406857524,E1,W1,P1B1,P1B3,15.066621303,6.650951902
2019-04-07T07:28:21.000,#164437,148.365694331,36.406857524,S2,E1,P5B4,P1B1,55.253324312,15.066621303
2019-04-07T07:28:22.000,#164437,148.370213457,36.408669296,S1,E1,P5B5,P1B1,48.615331506,15.052191646
2019-04-07T07:28:22.000,#164437,148.370213457,36.408669296,W1,W2,P1B3,P5B2,6.657142606,33.999998000
2019-04-07T07:28:22.000,#164437,148.370213457,36.408669296,S2,W2,P5B4,P5B2,55.252151014,33.999998000
2019-04-07T07:28:22.000,#164437,148.370213457,36.408669296,S1,W2,P5B5,P5B2,48.615331506,33.999998000
2019-04-07T07:28:22.000,#164437,148.370213457,36.408669296,S2,W1,P5B4,P1B3,55.252151014,6.657142606
2019-04-07T07:28:23.000,#164437,148.374732835,36.410480836,S1,W1,P5B5,P1B3,48.614355564,6.663333640
2019-04-07T07:28:23.000,#164437,148.374732835,36.410480836,S1,S2,P5B5,P5B4,48.614355564,55.250977137
2019-04-07T07:28:23.000,#164437,148.374732835,36.410480836,E1,W2,P1B1,P5B2,15.037753362,33.999998000
2019-04-07T07:28:23.000,#164437,148.374732835,36.410480836,E1,W1,P1B1,P1B3,15.037753362,6.663331164
2019-04-07T07:28:24.000,#164437,148.379252462,36.412292145,S2,E1,P5B4,P1B1,55.249805900,15.023323431
2019-04-07T07:28:24.000,#164437,148.379252462,36.412292145,W1,W2,P1B3,P5B2,6.669522524,33.999998000
2019-04-07T07:28:24.000,#164437,148.379252462,36.412292145,S2,W2,P5B4,P5B2,55.249805900,33.999998000
2019-04-07T07:28:24.000,#164437,148.379252462,36.412292145,S2,W1,P5B4,P1B3,55.249805900,6.669522524
2019-04-07T07:28:24.000,#164437,148.379252462,36.412292145,S1,W1,P5B5,P1B3,48.613386548,6.669522524
2019-04-07T07:28:25.000,#164437,148.383772335,36.414103220,S1,S2,P5B5,P5B4,48.612409255,55.248630870
2019-04-07T07:30:44.000,#164437,149.014454712,36.663573928,E1,W2,P1B1,P5B2,13.001526060,33.999998000
2019-04-07T07:30:44.000,#164437,149.014454712,36.663573928,E1,W1,P1B1,P1B3,13.001526060,7.539564497
2019-04-07T07:30:44.000,#164437,149.014454712,36.663573928,S2,E1,P5B4,P1B1,55.079596600,13.001526060
2019-04-07T07:30:45.000,#164437,149.019009381,36.665352279,W1,W2,P1B3,P5B2,7.545801439,33.999998000
2019-04-07T07:30:45.000,#164437,149.019009381,36.665352279,S2,W2,P5B4,P5B2,55.078340828,33.999998000
2019-04-07T07:30:45.000,#164437,149.019009381,36.665352279,S2,W1,P5B4,P1B3,55.078340828,7.545801439
2019-04-07T07:30:45.000,#164437,149.019009381,36.665352279,S1,S2,P5B5,P5B4,48.468816342,55.078340828
2019-04-07T07:30:45.000,#164437,149.019009381,36.665352279,S2,E2,P5B4,P1B6,55.078340828,80.381120740
2019-04-07T07:30:46.000,#164437,149.023564302,36.667130395,S1,E2,P5B5,P1B6,48.467743838,80.370891194
2019-04-07T07:30:46.000,#164437,149.023564302,36.667130395,E1,W2,P1B1,P5B2,12.972629628,33.999998000
2019-04-07T07:30:46.000,#164437,149.023564302,36.667130395,E1,W1,P1B1,P1B3,12.972629628,7.552062578
2019-04-07T07:30:46.000,#164437,149.023564302,36.667130395,W1,W2,P1B3,P5B2,7.552062578,33.999998000
2019-04-07T07:30:46.000,#164437,149.023564302,36.667130395,S2,W2,P5B4,P5B2,55.077116768,33.999998000
2019-04-07T07:30:47.000,#164437,149.028119471,36.668908276,S1,W2,P5B5,P5B2,48.466685637,33.999998000
2019-04-07T07:30:47.000,#164437,149.028119471,36.668908276,S2,W1,P5B4,P1B3,55.075859842,7.558300165
2019-04-07T07:30:47.000,#164437,149.028119471,36.668908276,S1,S2,P5B5,P5B4,48.466685637,55.075859842
2019-04-07T07:30:47.000,#164437,149.028119471,36.668908276,E1,W2,P1B1,P5B2,12.958194221,33.999998000
2019-04-07T07:30:48.000,#164437,149.032674885,36.670685920,E1,W1,P1B1,P1B3,12.943746032,7.564542180
2019-04-07T07:30:48.000,#164437,149.032674885,36.670685920,W1,W2,P1B3,P5B2,7.564542180,33.999998000
2019-04-07T07:30:48.000,#164437,149.032674885,36.670685920,S2,W2,P5B4,P5B2,55.074625384,33.999998000
2019-04-07T07:30:48.000,#164437,149.032674885,36.670685920,S1,W2,P5B5,P5B2,48.465627377,33.999998000
2019-04-07T07:30:48.000,#164437,149.032674885,36.670685920,S1,S2,P5B5,P5B4,48.465627377,55.074625384
2019-04-07T07:30:49.000,#164437,149.037230550,36.672463330,E1,W2,P1B1,P5B2,12.929297714,33.999998000
2019-04-07T07:30:49.000,#164437,149.037230550,36.672463330,E1,W1,P1B1,P1B3,12.929297714,7.570780410
2019-04-07T07:30:49.000,#164437,149.037230550,36.672463330,W1,W2,P1B3,P5B2,7.570780410,33.999998000
2019-04-07T07:30:49.000,#164437,149.037230550,36.672463330,S2,W2,P5B4,P5B2,55.073367306,33.999998000
2019-04-07T07:30:49.000,#164437,149.037230550,36.672463330,S1,W2,P5B5,P5B2,48.464552849,33.999998000
2019-04-07T07:30:49.000,#164437,149.037230550,36.672463330,S1,S2,P5B5,P5B4,48.464552849,55.073367306
2019-04-07T07:30:50.000,#164437,149.041786460,36.674240503,E1,W2,P1B1,P5B2,12.914846691,33.999998000
2019-04-07T07:30:50.000,#164437,149.041786460,36.674240503,E1,W1,P1B1,P1B3,12.914846691,7.577009548
2019-04-07T07:30:50.000,#164437,149.041786460,36.674240503,S2,E1,P5B4,P1B1,55.072111015,12.914846691
2019-04-07T07:30:50.000,#164437,149.041786460,36.674240503,W1,W2,P1B3,P5B2,7.577009548,33.999998000
2019-04-07T07:30:50.000,#164437,149.041786460,36.674240503,S2,W2,P5B4,P5B2,55.072111015,33.999998000
2019-04-07T07:30:51.000,#164437,149.046342621,36.676017442,S1,W2,P5B5,P5B2,48.462404786,33.999998000
2019-04-07T07:30:51.000,#164437,149.046342621,36.676017442,S1,S2,P5B5,P5B4,48.462404786,55.070851784
2019-04-07T07:30:51.000,#164437,149.046342621,36.676017442,E1,W2,P1B1,P5B2,12.900395114,33.999998000
2019-04-07T07:30:51.000,#164437,149.046342621,36.676017442,W1,W2,P1B3,P5B2,7.583238179,33.999998000
2019-04-07T07:30:52.000,#164437,149.050899030,36.677794145,S2,W2,P5B4,P5B2,55.069594068,33.999998000
2019-04-07T07:30:52.000,#164437,149.050899030,36.677794145,S1,S2,P5B5,P5B4,48.461328842,55.069594068
2019-04-07T07:30:52.000,#164437,149.050899030,36.677794145,S2,E2,P5B4,P1B6,55.069594068,80.309526368
2019-04-07T07:30:52.000,#164437,149.050899030,36.677794145,E1,W2,P1B1,P5B2,12.885946432,33.999998000
2019-04-07T07:30:52.000,#164437,149.050899030,36.677794145,W1,W2,P1B3,P5B2,7.589477371,33.999998000
2019-04-07T07:30:53.000,#164437,149.055455684,36.679570611,S2,W2,P5B4,P5B2,55.068333686,33.999998000
2019-04-07T07:30:53.000,#164437,149.055455684,36.679570611,S1,S2,P5B5,P5B4,48.460251615,55.068333686
2019-04-07T07:30:53.000,#164437,149.055455684,36.679570611,S2,E2,P5B4,P1B6,55.068333686,80.299296072
